name,image,cost,gender
A&F Breezy Shirt,https://img.abercrombie.com/is/image/anf/KIC_125-5163-00293-300_model1,$70,M
Polished Signature Icon Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5069-00488-200_prod1,$19,M
Coastline Musk,https://img.abercrombie.com/is/image/anf/KIC_164-3001-0050-270_prod2,$68,M
Outdoors Graphic Snapback Hat,https://img.abercrombie.com/is/image/anf/KIC_112-5157-00222-120_prod1,$30,M
Cropped Essential Rugby Polo Sweatshirt,https://img.abercrombie.com/is/image/anf/KIC_122-5292-00751-205_prod1,$64,M
YPB Terry Open-Hem Sweatpant,https://img.abercrombie.com/is/image/anf/KIC_116-5944-00088-900_model1,$49,M
YPB motionTEK Retro Short,https://img.abercrombie.com/is/image/anf/KIC_116-4350-00068-200_model1,$60,M
Shrunken Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5121-00443-908_model1,$25,M
Busch Light Vintage-Inspired Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5077-00570-308_model1,$40,M
Premium Heavyweight Cropped Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5258-00575-308_model1,$40,M
Athletic Straight Jean,https://img.abercrombie.com/is/image/anf/KIC_131-5166-00049-280_prod1,$80,M
Pittsburgh Steelers Half-Zip Sweatshirt,https://img.abercrombie.com/is/image/anf/KIC_122-5520-01077-900_model1,$80,M
YPB neoKNIT MAX Popover,https://img.abercrombie.com/is/image/anf/KIC_118-5966-00236-200_prod1,$56,M
YPB motionTEK Unlined Short,https://img.abercrombie.com/is/image/anf/KIC_116-5941-00153-200_prod1,$60,M
YPB neoKNIT MAX Cinched Bottom,https://img.abercrombie.com/is/image/anf/KIC_116-5935-00090-200_prod1,$56,M
YPB motionTEK Lined Ready Short,https://img.abercrombie.com/is/image/anf/KIC_116-5050-00061-900_life1,$60,M
YPB neoKNIT MAX Popover,https://img.abercrombie.com/is/image/anf/KIC_118-5481-00211-900_life1,$56,M
YPB Active Cotton-Blend Muscle Tank,https://img.abercrombie.com/is/image/anf/KIC_118-5285-00079-114_life1,$35,M
Cropped Garment-Dye Plaid Button-Up Shirt,https://img.abercrombie.com/is/image/anf/KIC_125-5398-00320-910_prod1,$80,M
Textural Striped Johnny Collar Sweater Polo,https://img.abercrombie.com/is/image/anf/KIC_120-5030-00366-200_model1,$60,M
YPB Active Waffle Half-Zip,https://img.abercrombie.com/is/image/anf/KIC_118-5400-00157-900_model1,$56,M
YPB neoKNIT MAX Full-Zip Hoodie,https://img.abercrombie.com/is/image/anf/KIC_118-5478-00179-900_model1,$63,M
Baggy Cotton Texture Pull-On Pant,https://img.abercrombie.com/is/image/anf/KIC_130-5104-00165-900_model1,$64,M
Cleveland Browns Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5137-00515-100_model1,$50,M
YPB neoKNIT MAX Cinched Bottom,https://img.abercrombie.com/is/image/anf/KIC_116-5934-00091-900_prod1,$56,M
Minnesota Vikings Half-Zip Sweatshirt,https://img.abercrombie.com/is/image/anf/KIC_122-5525-01078-600_model1,$80,M
Miller Lite Cropped Rugby Polo,https://img.abercrombie.com/is/image/anf/KIC_124-4666-00107-908_prod1,$80,M
5-Pack Polished Tonal Icon Tees,https://img.abercrombie.com/is/image/anf/KIC_124-5008-00215-200_prod1,$75,M
Classic Polished Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5523-00621-608_prod1,$25,M
Dallas Cowboys Crew Sweater,https://img.abercrombie.com/is/image/anf/KIC_120-4228-00258-208_model1,$100,M
Workwear Puffer Jacket,https://img.abercrombie.com/is/image/anf/KIC_132-5219-00064-900_prod1,$160,M
Pull-On Baggy Trouser,https://img.abercrombie.com/is/image/anf/KIC_130-5198-00099-910_prod1,$64,M
New York Giants Crew Sweater,https://img.abercrombie.com/is/image/anf/KIC_120-5263-00507-100_model1,$100,M
Miami Dolphins Graphic Crew Sweatshirt,https://img.abercrombie.com/is/image/anf/KIC_122-4148-00370-112_model1,$72,M
YPB neoKNIT MAX Half-Zip,https://img.abercrombie.com/is/image/anf/KIC_118-5107-00209-114_model1,$56,M
The A&F Collins Athletic Fit Linen-Blend Blazer,https://img.abercrombie.com/is/image/anf/KIC_132-5023-00099-412_life1,$160,M
YPB powerSOFT Lifting Tee,https://img.abercrombie.com/is/image/anf/KIC_118-4612-00071-901_model1,$29,M
Western Straight Jean,https://img.abercrombie.com/is/image/anf/KIC_131-4250-00007-280_prod1,$80,M
Premium Heavyweight Cropped Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5568-00657-208_prod1,$40,M
YPB motionTEK Retro Short,https://img.abercrombie.com/is/image/anf/KIC_116-5297-00135-325_model1,$60,M
Premium Heavyweight Slub Cropped Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5140-00425-600_model1,$40,M
10-Pack Relaxed Essential Tees,https://img.abercrombie.com/is/image/anf/KIC_124-4544-00208-908_prod1,$140,M
Relaxed Straight Jean,https://img.abercrombie.com/is/image/anf/KIC_131-5085-00036-278_model1,$80,M
Pittsburgh Steelers Varsity Bomber Jacket,https://img.abercrombie.com/is/image/anf/KIC_132-4158-00074-918_model1,$220,M
Plaid Button-Up Shirt,https://img.abercrombie.com/is/image/anf/KIC_125-5324-00323-214_life1,$80,M
Fishing Classic Polished Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5300-00435-100_model4,$40,M
YPB neoKNIT MAX Half-Zip,https://img.abercrombie.com/is/image/anf/KIC_118-5051-00150-112_prod1,$56,M
Leather Belt,https://img.abercrombie.com/is/image/anf/KIC_112-3171-0221-900_prod1,$50,M
Fuzzy Cardigan,https://img.abercrombie.com/is/image/anf/KIC_120-5179-00067-300_model1,$90,M
YPB Active Heavyweight Cotton Tee,https://img.abercrombie.com/is/image/anf/KIC_118-5048-00072-900_life1,$35,M
Cincinnati Bengals Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-4094-00269-903_model1,$50,M
Baggy Trouser,https://img.abercrombie.com/is/image/anf/KIC_130-5114-00198-204_model1,$90,M
Essential Short,https://img.abercrombie.com/is/image/anf/KIC_128-5170-00065-336_model1,$50,M
New York Jets Vintage-Inspired Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-4134-00240-903_model1,$50,M
5-Pack Classic Polished Tees,https://img.abercrombie.com/is/image/anf/KIC_124-5512-00249-400_prod1,$75,M
"5"" 7-Pack Boxer Briefs",https://img.abercrombie.com/is/image/anf/KIC_114-3039-0065-200_prod1,$80,M
Cincinnati Bengals Varsity Bomber Jacket,https://img.abercrombie.com/is/image/anf/KIC_132-4081-00110-908_model1,$220,M
Indianapolis Colts Vintage-Inspired Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-4108-00244-203_model1,$50,M
"5"" 5-Pack Boxer Briefs",https://img.abercrombie.com/is/image/anf/KIC_114-4012-0042-100_prod1,$60,M
The A&F Collins Slim Blazer,https://img.abercrombie.com/is/image/anf/KIC_132-4130-00153-900_model1,$160,M
The A&F Collins Slim Suit Pant,https://img.abercrombie.com/is/image/anf/KIC_130-4090-00066-900_model1,$100,M
Pleated Baggy Trouser,https://img.abercrombie.com/is/image/anf/KIC_130-5183-00230-130_model1,$90,M
Vintage-Inspired Cropped Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5723-00668-905_prod1,$35,M
Oversized Tennis Racket Graphic Crew Sweater,https://img.abercrombie.com/is/image/anf/KIC_120-5199-00470-300_life1,$90,M
Essential Straight Open-Hem Sweatpant,https://img.abercrombie.com/is/image/anf/KIC_134-5970-00096-122_model1,$56,M
Cincinnati Bengals Vintage-Inspired Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-4093-00246-100_model1,$50,M
"5"" 7-Pack Boxer Briefs",https://img.abercrombie.com/is/image/anf/KIC_114-5044-00097-400_prod1,$80,M
Premium Heavyweight Slub Cropped Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5127-00422-200_model1,$40,M
Denver Broncos Graphic Popover Hoodie,https://img.abercrombie.com/is/image/anf/KIC_122-4387-00481-112_model1,$80,M
A&F Collins Slim Stretch Suiting Shirt,https://img.abercrombie.com/is/image/anf/KIC_125-5092-00205-204_model1,$70,M
Premium Heavyweight 2.0 The White Lotus Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-6064-00607-100_prod1,$50,M
Athletic Relaxed Straight Jean,https://img.abercrombie.com/is/image/anf/KIC_131-5245-00063-900_prod1,$80,M
Detroit Lions Varsity Bomber Jacket,https://img.abercrombie.com/is/image/anf/KIC_132-4072-00057-228_model1,$220,M
Post Malone Vintage-Inspired Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5254-00586-913_model1,$40,M
Indianapolis Colts Graphic Popover Hoodie,https://img.abercrombie.com/is/image/anf/KIC_122-4390-00451-906_model2,$80,M
Detroit Lions Mesh Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5210-00478-100_model1,$60,M
Athletic Straight Jean,https://img.abercrombie.com/is/image/anf/KIC_131-5276-00077-280_prod1,$80,M
New York Yankees '47 Clean-Up Hat,https://img.abercrombie.com/is/image/anf/KIC_112-5050-00150-900_prod1,$40,M
Essential Cropped Full-Zip Hoodie,https://img.abercrombie.com/is/image/anf/KIC_122-5603-00074-206_model1,$72,M
Ford Zip Workwear Jacket,https://img.abercrombie.com/is/image/anf/KIC_132-5144-00157-330_model1,$150,M
Linen-Blend Pull-On Short,https://img.abercrombie.com/is/image/anf/KIC_128-5065-00125-908_model1,$60,M
Vegan Suede Easy Zip Jacket,https://img.abercrombie.com/is/image/anf/KIC_132-5215-00247-420_model1,$150,M
Slim Polished Signature Icon Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5374-00662-300_prod1,$19,M
Baggy 5-Pocket Pant,https://img.abercrombie.com/is/image/anf/KIC_130-5149-00095-108_life1,$54,M
Long-Sleeve Premium Heavyweight 2.0 Graphic Logo Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5260-00551-108_prod1,$50,M
YPB neoKNIT MAX Full-Zip Hoodie,https://img.abercrombie.com/is/image/anf/KIC_118-4351-00121-105_model1,$63,M
"5"" 5-Pack A&F Performance Boxer Briefs",https://img.abercrombie.com/is/image/anf/KIC_114-5009-00064-201_prod1,$60,M
Western Cropped Full-Zip Hoodie,https://img.abercrombie.com/is/image/anf/KIC_122-5699-00089-112_prod1,$72,M
Dallas Cowboys Crew Sweater,https://img.abercrombie.com/is/image/anf/KIC_120-5133-00518-200_model1,$100,M
Baggy Workwear Pant,https://img.abercrombie.com/is/image/anf/KIC_130-4077-00053-336_model1,$100,M
Slim Polished Signature Icon Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5373-00661-400_prod1,$19,M
Short-Sleeve Cropped Jacquard Button-Up Shirt,https://img.abercrombie.com/is/image/anf/KIC_125-5164-00238-708_model1,$70,M
5-Pack Textured Icon Don't Sweat It Polos,https://img.abercrombie.com/is/image/anf/KIC_124-5096-00211-108_prod1,$160,M
Guinness Graphic Popover Hoodie,https://img.abercrombie.com/is/image/anf/KIC_122-5719-01166-308_model1,$72,M
Cedar Ridge,https://img.abercrombie.com/is/image/anf/KIC_164-4005-0004-440_prod2,$68,M
Green Bay Packers Vintage-Inspired Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-4105-00233-100_model1,$50,M
Signature Icon Don't Sweat It Polo,https://img.abercrombie.com/is/image/anf/KIC_124-5743-00156-220_prod1,$40,M
Pittsburgh Steelers '47 Clean-Up Hat,https://img.abercrombie.com/is/image/anf/KIC_112-5092-00189-800_prod1,$50,M
Premium Heavyweight 2.0 Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5333-00604-503_life1,$45,M
Vintage-Inspired Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5634-00653-405_model1,$35,M
Premium Heavyweight Slub Cropped Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5186-00427-175_model1,$40,M
Detroit Lions Vintage-Inspired Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-4104-00232-100_model1,$50,M
3-Pack Premium Heavyweight Tees,https://img.abercrombie.com/is/image/anf/KIC_124-4420-00203-400_prod1,$100,M
Baggy Workwear Jean,https://img.abercrombie.com/is/image/anf/KIC_131-5206-00389-278_prod1,$100,M
YPB Iconic Tote Bag,https://img.abercrombie.com/is/image/anf/KIC_105-4007-00019-102_prod1,$90,M
Arizona Cardinals Graphic Crew Sweatshirt,https://img.abercrombie.com/is/image/anf/KIC_122-4127-00378-100_model1,$72,M
USWNT Graphic Crew Sweatshirt,https://img.abercrombie.com/is/image/anf/KIC_122-5240-00799-100_model2,$45,M
Rugby Polo,https://img.abercrombie.com/is/image/anf/KIC_124-4182-0056-108_model1,$50,M
Relaxed Straight Jean,https://img.abercrombie.com/is/image/anf/KIC_131-5237-00018-900_life1,$80,M
Premium Heavyweight Cropped Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5586-00676-208_prod1,$40,M
YPB neoKNIT MAX Half-Zip,https://img.abercrombie.com/is/image/anf/KIC_118-5053-00152-200_model1,$56,M
3-Pack Relaxed Essential Tees,https://img.abercrombie.com/is/image/anf/KIC_124-5454-00244-208_prod1,$60,M
Cropped Garment-Dye Plaid Button-Up Shirt,https://img.abercrombie.com/is/image/anf/KIC_125-5198-00317-310_prod1,$80,M
Slub Flannel,https://img.abercrombie.com/is/image/anf/KIC_125-5258-00304-200_model1,$78,M
Seattle Seahawks Vintage-Inspired Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5197-00540-203_model1,$50,M
Premium Heavyweight 2.0 Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5687-00688-205_model1,$40,M
Athletic Straight Jean,https://img.abercrombie.com/is/image/anf/KIC_131-5183-00052-280_model1,$80,M
Game of Thrones Vintage-Inspired Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5113-00509-903_model1,$40,M
Fender Vintage-Inspired Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5081-00497-423_model1,$40,M
Pride Fierce Cologne,https://img.abercrombie.com/is/image/anf/KIC_164-4640-0003-504_prod2,$84,M
Premium Heavyweight Cropped Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5446-00656-308_prod1,$40,M
Western Denim Button-Up Shirt,https://img.abercrombie.com/is/image/anf/KIC_125-5264-00311-200_model1,$78,M
Essential Straight Open-Hem Sweatpant,https://img.abercrombie.com/is/image/anf/KIC_134-5970-00096-118_prod1,$56,M
PGA Tour Graphic Crew Sweatshirt,https://img.abercrombie.com/is/image/anf/KIC_122-5567-01112-206_model1,$45,M
Vintage-Inspired Cropped Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5699-00727-400_model1,$29,M
Vintage-Inspired Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5722-00667-508_model1,$29,M
Indianapolis Colts Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5153-00447-100_model1,$50,M
A&F Breezy Shirt,https://img.abercrombie.com/is/image/anf/KIC_125-5018-00212-200_model1,$70,M
Baggy Breezy Pull-On Pant,https://img.abercrombie.com/is/image/anf/KIC_130-5013-00127-200_model1,$80,M
Premium Heavyweight 2.0 Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5396-00528-175_prod1,$35,M
YPB Active Heavyweight Cotton Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_118-5201-00088-101_model1,$40,M
Indianapolis Colts Vintage-Inspired Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5269-00544-243_model1,$50,M
Vintage-Inspired Cropped Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5275-00521-308_model1,$29,M
Tampa Bay Buccaneers Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5169-00438-903_model1,$50,M
Cropped Garment-Dye Plaid Button-Up Shirt,https://img.abercrombie.com/is/image/anf/KIC_125-5198-00317-510_prod1,$80,M
Vegan Leather Zip Jacket,https://img.abercrombie.com/is/image/anf/KIC_132-5177-00285-420_model1,$140,M
YPB Textured Ribbed Half-Zip,https://img.abercrombie.com/is/image/anf/KIC_118-4031-00138-100_model1,$56,M
Seattle Seahawks Half-Zip Sweatshirt,https://img.abercrombie.com/is/image/anf/KIC_122-5512-01076-206_model1,$80,M
Long-Sleeve Premium Heavyweight 2.0 Graphic Logo Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5260-00551-343_model1,$50,M
YPB neoKNIT MAX Popover,https://img.abercrombie.com/is/image/anf/KIC_118-5482-00212-945_prod1,$56,M
Essential Cropped Full-Zip Hoodie,https://img.abercrombie.com/is/image/anf/KIC_122-5598-00082-410_life1,$72,M
Classic Polished Tee,https://img.abercrombie.com/is/image/anf/KIC_124-4562-00400-908_model1,$25,M
Premium Heavyweight Cropped Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5257-00534-308_model1,$40,M
5-Pack Woven Logo Boxers,https://img.abercrombie.com/is/image/anf/KIC_114-5041-00092-530_prod1,$60,M
10-Pack Relaxed Essential Tees,https://img.abercrombie.com/is/image/anf/KIC_124-5208-00227-108_prod1,$140,M
Cincinnati Bengals Graphic Crew Sweatshirt,https://img.abercrombie.com/is/image/anf/KIC_122-5385-00975-112_model1,$72,M
Indianapolis Colts Graphic Popover Hoodie,https://img.abercrombie.com/is/image/anf/KIC_122-5406-01005-203_model1,$80,M
Essential Cinched Sweatpant,https://img.abercrombie.com/is/image/anf/KIC_134-5961-00143-203_prod1,$56,M
YPB neoKNIT MAX Half-Zip,https://img.abercrombie.com/is/image/anf/KIC_118-5108-00210-310_life1,$56,M
YPB sweatWIK Tee,https://img.abercrombie.com/is/image/anf/KIC_118-5306-00143-900_prod1,$40,M
Chicago Bears Vintage-Inspired Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-4090-00243-203_model1,$50,M
Jacksonville Jaguars Graphic Popover Hoodie,https://img.abercrombie.com/is/image/anf/KIC_122-5487-01095-100_model1,$80,M
Essential Crew Sweatshirt,https://img.abercrombie.com/is/image/anf/KIC_122-4311-00501-108_model1,$35,M
Cotton Texture Pull-On Short,https://img.abercrombie.com/is/image/anf/KIC_128-5415-00207-900_model1,$60,M
Essential Cinched Sweatpant,https://img.abercrombie.com/is/image/anf/KIC_134-5960-00142-336_model1,$56,M
Atlanta Falcons Graphic Popover Hoodie,https://img.abercrombie.com/is/image/anf/KIC_122-5474-01012-906_model1,$80,M
Houston Texans Graphic Crew Sweatshirt,https://img.abercrombie.com/is/image/anf/KIC_122-4237-00357-200_model1,$72,M
Pleated Baggy Trouser,https://img.abercrombie.com/is/image/anf/KIC_130-5182-00229-203_model1,$90,M
Linen-Blend Pull-On Short,https://img.abercrombie.com/is/image/anf/KIC_128-5114-00159-200_life1,$60,M
New England Patriots Vintage-Inspired Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5192-00535-503_model1,$50,M
Camp Collar Cropped Button-Up Shirt,https://img.abercrombie.com/is/image/anf/KIC_125-5077-00233-178_model1,$60,M
Las Vegas Raiders Vintage-Inspired Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5271-00545-143_model1,$50,M
Fragrance Suite Travel Set,https://img.abercrombie.com/is/image/anf/KIC_164-5009-00058-270_prod1,$45,M
Essential Cropped Full-Zip Hoodie,https://img.abercrombie.com/is/image/anf/KIC_122-5793-00100-204_life1,$72,M
YPB neoKNIT MAX Half-Zip,https://img.abercrombie.com/is/image/anf/KIC_118-5052-00151-300_model1,$56,M
Seattle Seahawks Graphic Popover Hoodie,https://img.abercrombie.com/is/image/anf/KIC_122-5513-01008-206_model1,$80,M
San Francisco 49ers Crew Sweater,https://img.abercrombie.com/is/image/anf/KIC_120-5104-00521-500_model1,$100,M
Athletic Loose Jean,https://img.abercrombie.com/is/image/anf/KIC_131-4206-00230-975_model1,$90,M
Baltimore Ravens Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5122-00443-603_model1,$50,M
Whitney Houston Graphic Crew Sweatshirt,https://img.abercrombie.com/is/image/anf/KIC_122-5139-00798-906_model2,$45,M
Denver Broncos Varsity Bomber Jacket,https://img.abercrombie.com/is/image/anf/KIC_132-4162-00069-258_model1,$220,M
3-Pack Tonal Icon Don't Sweat It Polos,https://img.abercrombie.com/is/image/anf/KIC_124-3495-0150-130_prod1,$100,M
Oversized Waffle Crew Sweater,https://img.abercrombie.com/is/image/anf/KIC_120-5514-00589-900_prod1,$80,M
The A&F Collins Slim Suit Pant,https://img.abercrombie.com/is/image/anf/KIC_130-5143-00206-413_model1,$100,M
Cozy Crew Sweater,https://img.abercrombie.com/is/image/anf/KIC_120-5223-00553-100_prod1,$80,M
YPB powerSOFT Lifting Tank,https://img.abercrombie.com/is/image/anf/KIC_118-5057-00064-109_model1,$25,M
A&F Collins Slim Stretch Suiting Shirt,https://img.abercrombie.com/is/image/anf/KIC_125-5092-00205-210_model1,$70,M
YPB motionTEK Windbreaker,https://img.abercrombie.com/is/image/anf/KIC_105-4300-00032-900_prod1,$90,M
Tennessee Titans Graphic Popover Hoodie,https://img.abercrombie.com/is/image/anf/KIC_122-5527-01113-112_model1,$80,M
Pittsburgh Steelers Graphic Popover Hoodie,https://img.abercrombie.com/is/image/anf/KIC_122-5521-01009-800_model1,$80,M
Premium Heavyweight Cropped Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5384-00638-200_model1,$35,M
5-Pack Polished Tonal Icon Tees,https://img.abercrombie.com/is/image/anf/KIC_124-4176-0190-300_prod1,$75,M
Coca-Cola Vintage-Inspired Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5077-00570-203_model1,$40,M
Lightweight Vegan Suede Easy Zip Jacket,https://img.abercrombie.com/is/image/anf/KIC_132-5136-00226-430_model1,$140,M
Premium Heavyweight Cropped Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5425-00675-608_prod1,$40,M
Diamond Stitch Button-Through Sweater Polo,https://img.abercrombie.com/is/image/anf/KIC_120-5195-00488-400_model1,$70,M
Fierce Gift Set,https://img.abercrombie.com/is/image/anf/KIC_164-5005-00062-270_prod1,$84,M
Miami Dolphins Vintage-Inspired Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5189-00533-223_model1,$50,M
The A&F Collins Slim Suit Pant,https://img.abercrombie.com/is/image/anf/KIC_130-5146-00193-220_model1,$100,M
Arizona Cardinals Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5117-00441-903_model1,$50,M
Loose Linen-Blend Pull-On Pant,https://img.abercrombie.com/is/image/anf/KIC_130-5048-00098-280_model1,$80,M
Long-Sleeve Premium Heavyweight 2.0 Graphic Logo Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5260-00551-200_model1,$50,M
Loose Denim Short,https://img.abercrombie.com/is/image/anf/KIC_128-5086-00027-200_life1,$60,M
5-Pack Woven Logo Boxers,https://img.abercrombie.com/is/image/anf/KIC_114-5052-00105-330_prod1,$60,M
Western Snapback Hat,https://img.abercrombie.com/is/image/anf/KIC_112-5109-00208-130_prod1,$30,M
Athletic Loose Workwear Pant,https://img.abercrombie.com/is/image/anf/KIC_130-5222-00235-336_model1,$90,M
New York Yankees '47 Clean-Up Hat,https://img.abercrombie.com/is/image/anf/KIC_112-5051-00162-210_prod1,$45,M
Los Angeles Rams Graphic Popover Hoodie,https://img.abercrombie.com/is/image/anf/KIC_122-5511-01096-100_model1,$80,M
3-Pack Woven Logo Boxers,https://img.abercrombie.com/is/image/anf/KIC_114-5039-00089-220_prod1,$40,M
Baggy 5-Pocket Pant,https://img.abercrombie.com/is/image/anf/KIC_130-5147-00184-306_model1,$57,M
YPB Active Heavyweight Cotton Tank,https://img.abercrombie.com/is/image/anf/KIC_118-5086-00088-150_prod1,$45,M
Green Bay Packers Varsity Bomber Jacket,https://img.abercrombie.com/is/image/anf/KIC_132-5124-00235-340_model1,$180,M
New York Jets Vintage-Inspired Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5194-00537-903_model1,$50,M
YPB sweatWIK Long-Sleeve Tee,https://img.abercrombie.com/is/image/anf/KIC_118-5404-00216-900_prod1,$50,M
Golf Graphic Crew Sweatshirt,https://img.abercrombie.com/is/image/anf/KIC_122-5311-00781-206_model1,$35,M
Premium Heavyweight 2.0 PGA Ryder Cup Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5319-00559-100_model1,$50,M
Fleetwood Mac Shrunken Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5059-00385-101_model1,$40,M
Denim Button-Up Shirt,https://img.abercrombie.com/is/image/anf/KIC_125-5284-00275-901_life1,$70,M
Denim Easy Zip Jacket,https://img.abercrombie.com/is/image/anf/KIC_132-5221-00192-200_prod1,$150,M
Tonal Icon Don't Sweat it Polo,https://img.abercrombie.com/is/image/anf/KIC_124-4015-0017-130_prod1,$40,M
Golf Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5230-00487-150_model1,$40,M
Dallas Cowboys '47 Clean-Up Hat,https://img.abercrombie.com/is/image/anf/KIC_112-5083-00179-200_prod1,$50,M
Arizona Cardinals Vintage-Inspired Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-4084-00213-100_model1,$50,M
Essential Ribbed Tank,https://img.abercrombie.com/is/image/anf/KIC_124-3463-0025-100_life1,$19,M
Vintage-Inspired Cropped Tee,https://img.abercrombie.com/is/image/anf/KIC_124-5698-00678-405_model1,$35,M
Textured Icon Don't Sweat It Polo,https://img.abercrombie.com/is/image/anf/KIC_124-5229-00132-175_model1,$40,M
5-Pack Polished Signature Icon Tees,https://img.abercrombie.com/is/image/anf/KIC_124-5217-00226-108_prod1,$75,M
"5"" 7-Pack Boxer Briefs",https://img.abercrombie.com/is/image/anf/KIC_114-3038-0064-100_prod1,$80,M
Loose Denim Short,https://img.abercrombie.com/is/image/anf/KIC_128-5087-00028-903_model1,$60,M
Golf Classic Polished Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5232-00433-100_model3,$35,M
Athletic Relaxed Straight Jean,https://img.abercrombie.com/is/image/anf/KIC_131-5088-00070-278_model1,$80,M
The A&F Collins Slim Blazer,https://img.abercrombie.com/is/image/anf/KIC_132-5070-00153-112_model1,$160,M
The A&F Collins Slim Suit Pant,https://img.abercrombie.com/is/image/anf/KIC_130-5148-00195-112_model1,$100,M
YPB motionTEK Lined Ready Short,https://img.abercrombie.com/is/image/anf/KIC_116-5054-00067-200_model1,$60,M
Relaxed Straight Jean,https://img.abercrombie.com/is/image/anf/KIC_131-5234-00017-276_life1,$80,M
Premium Heavyweight Cropped Chevrolet Tank,https://img.abercrombie.com/is/image/anf/KIC_123-5033-00409-903_model1,$40,M
Kansas City Chiefs Half-Zip Sweatshirt,https://img.abercrombie.com/is/image/anf/KIC_122-5399-01084-500_life1,$80,M
Chambray Button-Up Shirt,https://img.abercrombie.com/is/image/anf/KIC_125-5091-00243-201_prod1,$70,M
Cropped Linen Button-Up Shirt,https://img.abercrombie.com/is/image/anf/KIC_125-5176-00261-400_life1,$80,M
Kansas City Chiefs Varsity Bomber Jacket,https://img.abercrombie.com/is/image/anf/KIC_132-4082-00142-508_life1,$220,M
Long-Sleeve Premium Heavyweight 2.0 PGA Ryder Cup Graphic Tee,https://img.abercrombie.com/is/image/anf/KIC_123-5323-00560-303_model1,$60,M
YPB motionTEK Lined Ready Short,https://img.abercrombie.com/is/image/anf/KIC_116-5052-00066-300_prod2,$60,M
Camp Collar Summer Linen-Blend Shirt,https://img.abercrombie.com/is/image/anf/KIC_125-5287-00304-110_model1,$60,M
YPB neoKNIT MAX Popover,https://img.abercrombie.com/is/image/anf/KIC_118-5011-00174-901_life1,$59.50,M
Athletic Straight Jean,https://img.abercrombie.com/is/image/anf/KIC_131-5146-00050-278_model1,$80,M
